Date,ticker,price,ret,log_ret
2022-01-04,AMD,144.4199981689453,-0.03873806650308964,-0.03950834367818823
2022-01-05,AMD,136.14999389648438,-0.05726356721585413,-0.058968534053937004
2022-01-06,AMD,136.22999572753906,0.0005876006951239798,0.0005874281254335956
2022-01-07,AMD,132.0,-0.03105039903252349,-0.03154267982948299
2022-01-10,AMD,132.0,0.0,0.0
2022-01-11,AMD,137.30999755859375,0.04022725423177076,0.039439202967038435
2022-01-12,AMD,137.47000122070312,0.0011652732135625232,0.0011645948096974897
2022-01-13,AMD,132.74000549316406,-0.03440747570770164,-0.03501335126244453
2022-01-14,AMD,136.8800048828125,0.031188784227236255,0.03071229615548802
2022-01-18,AMD,131.92999267578125,-0.03616315042704099,-0.036833241876412584
2022-01-19,AMD,128.27000427246094,-0.027741898025528955,-0.02813397275963759
2022-01-20,AMD,121.88999938964844,-0.04973886856088816,-0.05101845695975154
2022-01-21,AMD,118.80999755859375,-0.025268700028529656,-0.025593435738980687
2022-01-24,AMD,116.52999877929688,-0.019190293966401595,-0.01937681781163679
2022-01-25,AMD,111.12999725341797,-0.04634001186343695,-0.04744807762721297
2022-01-26,AMD,110.70999908447266,-0.0037793411259388066,-0.003786500880742011
2022-01-27,AMD,102.5999984741211,-0.07325445467815028,-0.07607624373722109
2022-01-28,AMD,105.23999786376953,0.025730988585875414,0.025405518008881734
2022-01-31,AMD,114.25,0.08561385708021096,0.08214559390087749
2022-02-01,AMD,116.77999877929688,0.02214440944679974,0.021902782628062088
2022-02-02,AMD,122.76000213623047,0.05120742780820908,0.049939434750840915
2022-02-03,AMD,120.08000183105469,-0.021831217485657084,-0.022073044579387403
2022-02-04,AMD,123.5999984741211,0.029313762403325283,0.02889233010446198
2022-02-07,AMD,123.66999816894531,0.0005663405800031551,0.00056618026970084
2022-02-08,AMD,128.22999572753906,0.03687230230540117,0.03620878020429996
2022-02-09,AMD,132.85000610351562,0.03602909248935071,0.035395224996439205
2022-02-10,AMD,125.7699966430664,-0.053293256568859526,-0.05476590278071969
2022-02-11,AMD,113.18000030517578,-0.10010333683653394,-0.1054753409572586
2022-02-14,AMD,114.2699966430664,0.00963064441554673,0.009584565370660275
2022-02-15,AMD,121.47000122070312,0.06300870560210692,0.061103288980186396
2022-02-16,AMD,117.69000244140625,-0.031118784401992894,-0.03161325912764793
2022-02-17,AMD,112.37000274658203,-0.0452034971914701,-0.04625704727183443
2022-02-18,AMD,113.83000183105469,0.012992783205365344,0.01290910106087836
2022-02-22,AMD,115.6500015258789,0.015988752223033753,0.015862278448389767
2022-02-23,AMD,109.76000213623047,-0.05092952280100438,-0.052272218431069876
2022-02-24,AMD,116.61000061035156,0.06240887701167419,0.06053885532605262
2022-02-25,AMD,121.05999755859375,0.038161366306065814,0.03745123153026133
2022-02-28,AMD,123.33999633789062,0.018833626509808354,0.018658469575542513
2022-03-01,AMD,113.83000183105469,-0.07710389808009444,-0.08023861644917647
2022-03-02,AMD,118.27999877929688,0.03909335743354214,0.03834856124082773
2022-03-03,AMD,111.9800033569336,-0.053263404526395663,-0.054734370765102465
2022-03-04,AMD,108.41000366210938,-0.03188068929990051,-0.03239994444534096
2022-03-07,AMD,102.94999694824219,-0.05036441776060496,-0.05167696562268887
2022-03-08,AMD,105.52999877929688,0.025060727610820344,0.02475185728495075
2022-03-09,AMD,111.05000305175781,0.052307441829932744,0.050985316705728645
2022-03-10,AMD,106.45999908447266,-0.04133276759250393,-0.04221125867649044
2022-03-11,AMD,104.29000091552734,-0.020383225508235125,-0.02059383023309044
2022-03-14,AMD,102.25,-0.019560848572431233,-0.0197546939888789
2022-03-15,AMD,109.33000183105469,0.0692420716973563,0.06695005327144413
2022-03-16,AMD,115.37000274658203,0.055245594204423654,0.05377353055156917
2022-03-17,AMD,111.69000244140625,-0.031897375553150975,-0.0324171803344175
2022-03-18,AMD,113.45999908447266,0.01584740446214039,0.01572314541775015
2022-03-21,AMD,115.91999816894531,0.02168164202646561,0.021449938387321756
2022-03-22,AMD,114.77999877929688,-0.00983436342008015,-0.009883040171517737
2022-03-23,AMD,113.91999816894531,-0.007492599925926102,-0.007520810454558243
2022-03-24,AMD,120.52999877929688,0.05802318044764032,0.0564022428819544
2022-03-25,AMD,119.66999816894531,-0.007135158210084369,-0.007160735187898798
2022-03-28,AMD,120.23999786376953,0.004763096043667758,0.004751788393772814
2022-03-29,AMD,123.2300033569336,0.024866978927858163,0.024562827512904544
2022-03-30,AMD,119.22000122070312,-0.03254079385696007,-0.03308201916037515
2022-03-31,AMD,109.33999633789062,-0.0828720414498435,-0.08650827605686844
2022-04-01,AMD,108.19000244140625,-0.010517595893551834,-0.010573296708596122
2022-04-04,AMD,110.52999877929688,0.021628581986195217,0.021398003013379255
2022-04-05,AMD,106.81999969482422,-0.03356553990270705,-0.034141794224067094
2022-04-06,AMD,103.66999816894531,-0.02948887413291701,-0.02993241238202657
2022-04-07,AMD,103.72000122070312,0.00048232905026512896,0.00048221276699846
2022-04-08,AMD,101.0,-0.02622446190407679,-0.02657445559842054
2022-04-11,AMD,97.37000274658203,-0.03594056686552449,-0.036602333642912696
2022-04-12,AMD,95.0999984741211,-0.02331317868367444,-0.023589229691996075
2022-04-13,AMD,97.73999786376953,0.027760246393346177,0.02738191647940181
2022-04-14,AMD,93.05999755859375,-0.047882140448772925,-0.049066449804004764
2022-04-18,AMD,93.88999938964844,0.008918996914137,0.008879457587999545
2022-04-19,AMD,96.93000030517578,0.03237832501107163,0.031865193883183686
2022-04-20,AMD,94.0199966430664,-0.030021702805606898,-0.030481581761409672
2022-04-21,AMD,89.8499984741211,-0.044352247583842375,-0.04536589364446734
2022-04-22,AMD,88.13999938964844,-0.019031709666252006,-0.019215143758009243
2022-04-25,AMD,90.69000244140625,0.0289312805697306,0.028520671890778268
2022-04-26,AMD,85.16000366210938,-0.060976939358555415,-0.0629152413518515
2022-04-27,AMD,84.91000366210938,-0.0029356504139188555,-0.0029399678873941195
2022-04-28,AMD,89.63999938964844,0.055705988971118,0.054209726983229255
2022-04-29,AMD,85.5199966430664,-0.04596165522796514,-0.04705141466021663
2022-05-02,AMD,89.83999633789062,0.05051449794665608,0.04928004220402605
2022-05-03,AMD,91.12999725341797,0.014358870971850957,0.01425675870125477
2022-05-04,AMD,99.41999816894531,0.09096895825064255,0.08706625388028799
2022-05-05,AMD,93.87000274658203,-0.055823732896596145,-0.057442406640835796
2022-05-06,AMD,95.33999633789062,0.0156598865270845,0.015538535757307195
2022-05-09,AMD,86.36000061035156,-0.0941891763422501,-0.09892479865149745
2022-05-10,AMD,88.7300033569336,0.027443292378786177,0.02707347596624255
2022-05-11,AMD,87.91999816894531,-0.009128875885757393,-0.009170799411382354
2022-05-12,AMD,87.05999755859375,-0.009781626800071108,-0.009829781187642815
2022-05-13,AMD,95.12000274658203,0.09257989218944873,0.08854177317609203
2022-05-16,AMD,94.23999786376953,-0.00925152289111053,-0.009294584022146238
2022-05-17,AMD,102.47000122070312,0.0873302583137856,0.08372538748911598
2022-05-18,AMD,96.27999877929688,-0.06040794737646216,-0.062309484488218846
2022-05-19,AMD,96.66999816894531,0.0040506792126413504,0.004042497299028882
2022-05-20,AMD,93.5,-0.03279195437042692,-0.033341661240580626
2022-05-23,AMD,95.06999969482422,0.016791440586355177,0.016652022866286274
2022-05-24,AMD,91.16000366210938,-0.041127548598569263,-0.041997214611117537
2022-05-25,AMD,92.6500015258789,0.01634486401835078,0.01621272465083974
2022-05-26,AMD,98.75,0.06583916215497587,0.06376243458058146
2022-05-27,AMD,102.26000213623047,0.03554432543018193,0.03492720676080816
2022-05-31,AMD,101.86000061035156,-0.003911612727584557,-0.0039192830935176155
2022-06-01,AMD,101.22000122070312,-0.006283127683227141,-0.006302949602689425
2022-06-02,AMD,108.58999633789062,0.07281164817532204,0.07028291065879007
2022-06-03,AMD,106.30000305175781,-0.0210884369035913,-0.02131397444780417
2022-06-06,AMD,105.6500015258789,-0.006114783699135207,-0.006133555551980251
2022-06-07,AMD,105.27999877929688,-0.0035021556198595594,-0.003508302522655502
2022-06-08,AMD,101.9000015258789,-0.032104837505779305,-0.0326315007792257
2022-06-09,AMD,98.80000305175781,-0.030421966905798348,-0.030894319560898133
